NMJCounting,Muscle,Fenotype,Genotype,Maturity,Bounds0Red,Bounds1Red,Bounds2Red,CCDistRed,CCSize0Red,CCSize1Red,CCSize2Red,CCRed,FragmentationRed,Compactness0Red,Compactness1Red,MeanIntensityRed,ShapeFactor0Red,ShapeFactor1Red,ShapeFactor2Red,SkeletonLengthRed,SurfaceVolumeRatio0Red,SurfaceVolumeRatio1Red,Surface0Red,Surface1Red,Surface2Red,Surface3Red,SurfaceDil0Red,SurfaceDil1Red,Volume0Red,Volume1Red,Bounds0Gr,Bounds1Gr,Bounds2Gr,CCDistGr,CCSize0Gr,CCSize1Gr,CCSize2Gr,CCGr,Compactness0Gr,Compactness1Gr,FragmentationGr,ShapeFactor0Gr,ShapeFactor1Gr,ShapeFactor2Gr,SkeletonLengthGr,SurfaceVolumeRatio0Gr,SurfaceVolumeRatio1Gr,Surface0Gr,Surface1Gr,Surface2Gr,Surface3Gr,SurfaceDil0Gr,SurfaceDil1Gr,Volume0Gr,Volume1Gr,IoUGr,ComDist,Coverage,HausDist,NIntersection,NUnion
Degenerating,0,1,2,1,51,38,4,0,3063,3063,3063,1,0,65.526,38.939,0.636,2.166,-1.458,0.471,254,1.119,0.791,2423,995.622,3428,8720.872,3428,2423,3063,791.288,28,21,1,6.234,12,44,24.25,4,127.931,9.849,0.75,4.843,-1.477,1.053,70,5.526,1,97,117.038,536,1402.227,536,97,97,25.059,0.053,5.261,3.166862129,0,97,1842
Degenerating,0,1,2,1,24,59,9,9.675,3,1577,661.333,3,0.667,81.006,36.205,0.628,2.401,-1.295,0.522,224,1.49,0.871,1728,1051.559,2956,7665.094,2956,1728,1984,501.357,13,52,6,9.801,1,33,9.75,8,141.621,8.832,0.875,5.208,-1.42,1.132,58,6.359,1,78,128.584,496,1334.02,496,78,78,19.711,0.07,3.976,3.931529828,0,78,1108
Degenerating,1,0,0,1,55,43,5,0,2762,2762,2762,1,0,76.419,41.562,0.672,2.142,1.23,0,254,1.283,0.855,2045,3560,2504,3560,3545,2362,2762,697.957,32,32,2,7.744,1,143,52,5,117.815,16.125,0.8,3.513,1.321,0.004,110,3.765,1,258,686,563,716,979,260,260,65.702,0.143,4.477,9.413473896,19.95,260,1823
Degenerating,0,1,2,1,43,23,10,0,1838,1838,1838,1,0,58.843,34.299,0.621,2.699,-1.424,0.587,196,1.235,0.862,1584,954.689,2270,5739.087,2270,1584,1838,464.463,40,20,7,8.788,1,311,37.3,10,171.743,19.313,0.9,3.142,-1.006,0.683,200,4.292,1,373,480.791,1601,4240.238,1601,373,373,94.257,0.341,0.667,20.2937586,0,373,1095
Degenerating,1,1,3,1,16,54,6,0,816,816,816,1,0,67.385,26.491,0.686,3.104,1.47,0.002,124,1.772,0.951,626,1322,888,1328,1446,776,816,206.203,13,47,4,7.482,1,12,2.462,13,216.127,5.657,0.923076923,7.009,2.116,0.031,42,11.344,1,32,106,147,160,363,32,32,8.086,0.063,1.752,3.921378447,5.657,32,509
Degenerating,0,1,2,1,49,35,3,0,2382,2382,2382,1,0,71.76,42.057,0.56,2.041,-1.352,0.444,182,1.293,0.906,2157,883.994,3080,8198.31,3080,2157,2382,601.931,45,31,2,7.816,1,115,26.636,11,210.29,17.117,0.909,3.35,-0.97,0.728,208,5.324,1,293,385.434,1560,4214.694,1560,293,293,74.041,0.246,1.074,12.3005793,0,293,1193
Degenerating,1,1,1,2,56,59,4,0,3108,3108,3108,1,0,125.978,55.185,0.553,1.573,-0.993,0.342,376,1.722,0.993,3087,-1403.701,5352,-14366.276,5352,3087,3108,785.392,52,56,3,10.726,1,620,108.875,8,222.014,29.513,0.875,2.33,-0.818,0.506,390,3.839,1,871,-838.466,3344,-9010.321,3344,871,871,220.102,0.459,1.74,28.02447695,0,871,1876
Degenerating,0,1,2,1,42,35,7,0,1880,1880,1880,1,0,59.363,31.927,0.593,2.707,-1.447,0.588,222,1.233,0.815,1533,878.393,2318,5956.926,2318,1533,1880,475.076,26,22,5,6.651,1,84,16,10,155.432,12.649,0.9,4.099,-1.171,0.891,96,5.325,1,160,241.034,852,2271.344,852,160,160,40.432,0.153,3.963,8.510638298,0,160,1049
Degenerating,1,1,3,1,80,59,5,11.118,1,3651,914,4,0.75,131.244,56.079,0.663,1.643,0.912,0,606,1.676,0.951,3214,5788,4270,5794,6129,3477,3656,923.871,59,36,5,13.755,5,1295,650,2,144.104,36.056,0.5,2.074,0.958,0.001,402,2.518,1,1278,2768,2119,2780,3274,1300,1300,328.51,0.539,6.345,35.55799457,22.338,1300,2412
Degenerating,0,1,2,1,46,53,7,0,1358,1358,1358,1,0,101.537,36.485,0.446,2.152,-1.089,0.468,216,1.965,0.993,1349,870.838,2669,6999.509,2669,1349,1358,343.167,0,0,0,0,1,1,1,1,76.368,1,0,22.251,Inf,4.836,2,18,1,1,2.949,18,50.13,18,1,1,0.253,0.003,11.287,0.073725038,0,1,398
Degenerating,0,1,2,1,40,40,4,0,2582,2582,2582,1,0,61.048,36.449,0.621,2.32,-1.497,0.504,250,1.13,0.801,2069,897.385,2918,7707.213,2918,2069,2582,652.471,37,33,2,7.791,1,240,31.6,10,142.718,17.776,0.9,3.267,-1.168,0.71,134,4.009,1,316,329.468,1267,3406.662,1267,316,316,79.853,0.211,2.397,12.2385516,0,316,1498
Degenerating,0,1,2,1,25,73,6,0,3377,3377,3377,1,0,75.645,45.387,0.621,2.041,-1.285,0.444,314,1.192,0.848,2864,1319.649,4026,10552.22,4026,2864,3377,853.368,22,70,3,10.003,1,167,19.304,23,233.201,20.929,0.957,2.977,-0.933,0.647,248,4.966,0.995,442,521.983,2205,5980.121,2205,442,444,112.199,0.222,1.703,13.14778618,0,444,2003
Degenerating,1,0,0,0,50,100,3,12.153,1,2841,712.5,4,0.75,258.542,53.385,0.487,1.569,0.64,0.341,1358,2.862,1,2850,6992,5859,7040,8158,2850,2850,720.195,47,76,2,12.465,1,58,4.414,29,254.501,11.314,0.965517241,4.415,1.615,0.96,138,7.969,1,128,350,467,518,1020,128,128,32.346,0.121,12.135,4.491,23.087,128,1059
Degenerating,1,1,3,1,72,56,4,0,3515,3515,3515,1,0,134.21,59.06,0.654,1.5,0.889,0,626,1.724,0.997,3430,5788,4546,5818,6060,3506,3515,888.24,9,6,1,2.695,1,3,1.4,5,142.857,2.646,0.8,11.632,8.142,0.143,14,14.286,1,7,10,37,40,100,7,7,1.769,0.003,12.198,0.199157885,64.031,7,2102
Degenerating,1,1,3,1,64,66,5,0,5828,5828,5828,1,0,125.341,73.898,0.688,1.341,0.896,0,686,1.392,0.979,5373,8042,6320,8054,8111,5703,5828,1472.736,61,62,4,11.896,1,314,20.769,39,314.786,28.46,0.974358974,2.387,0.776,0.001,612,4.964,1,810,2490,2275,2676,4021,810,810,204.687,0.206,1.725,13.89841764,8.307,810,3941
Degenerating,1,1,3,1,47,32,7,10.544,1,2396,799.333,3,0.667,59.974,35.606,0.666,2.481,1.436,0.001,334,1.145,0.809,1607,2776,1935,2782,2745,1939,2398,605.975,40,29,5,9.978,6,331,117,3,145.895,18.735,0.666666667,3.154,1.109,0.003,172,3.929,1,351,998,838,1022,1379,351,351,88.698,0.229,1.75,14.63723751,8.307,351,1531
Degenerating,0,1,2,1,68,27,8,0,3254,3254,3254,1,0,53.222,32.93,0.651,2.762,-1.603,0.6,130,0.955,0.693,2256,1111.333,3107,7695.303,3107,2256,3254,840.63,63,22,6,11.245,8,311,82.667,9,109.825,25,0.889,2.855,-1.228,0.62,102,2.531,0.944,702,565.292,1883,4771.977,1883,702,744,192.203,0.369,0.356,22.8641614,0,744,2016
Degenerating,1,1,3,1,45,42,5,8.737,1,1997,999,2,0.5,66.66,35.329,0.688,2.436,1.406,0.001,138,1.305,0.855,1449,2510,1793,2522,2608,1708,1998,504.895,2,1,1,1.888,1,2,1.5,2,78.083,1.732,0.5,15.428,4.628,0.333,6,12.667,1,3,10,16,16,38,3,3,0.758,0.002,2.846,0.150130225,32.772,3,1280
Degenerating,1,0,0,0,39,37,4,0,1409,1409,1409,1,0,97.642,35.714,0.647,2.156,1.115,0.001,282,1.891,0.967,1297,2508,1955,2520,2665,1363,1409,424.664,38,36,4,7.386,1,743,96.222,9,132.304,27.962,0.888888889,2.553,1.105,0.001,286,2.724,0.967,792,1830,1504,1914,2359,837,866,261.007,0.772,2.431,61.4620029,3.162,866,1122
Degenerating,1,1,3,1,59,73,4,11.742,1,2914,731.25,4,0.75,161.72,52.483,0.672,1.642,0.832,0,604,2.076,0.98,2772,5472,4361,5514,6071,2867,2925,739.147,55,67,2,11.01,1,121,19,27,258.728,22.65,0.962962963,2.78,0.921,0.002,316,5.072,1,513,1548,1433,1680,2602,513,513,129.635,0.271,3.28,17.53845987,8.307,513,1893
Degenerating,0,1,2,1,28,39,8,0,2899,2899,2899,1,0,35.014,22.784,0.725,3.579,-2.096,0.778,80,0.751,0.564,1634,841.411,2176,5575.178,2176,1634,2899,732.577,23,33,5,6.076,1,519,173.667,3,88.62,22.76,0.667,2.928,-1.227,0.636,136,2.47,0.998,520,482.752,1287,3312.354,1287,520,521,131.657,0.257,0.376,17.9717627,0,521,2026
Degenerating,1,0,0,2,36,44,4,6.8,13,1056,534.5,2,0.5,113.928,32.192,0.462,2.285,-1.133,0.497,262,2.298,0.99,1058,-655.884,2457,-6577.318,2457,1058,1069,270.136,32,43,3,8.05,1,160,18,10,160.877,13.416,0.9,3.941,-1.167,0.856,132,5.239,1,180,-231.553,943,-2537.165,943,180,180,45.486,0.361,1.995,16.83818521,0,180,433
Degenerating,1,1,3,1,55,52,3,10.361,1,2543,365,7,0.857,92.298,43.003,0.661,2.008,1.131,0.436,286,1.494,0.898,2071,3678,2817,3720,3817,2294,2555,645.648,45,43,2,8.164,1,29,3.037,27,283.219,9.055,0.962962963,5.122,1.858,1.113,118,9.927,1,82,226,345,400,814,82,82,20.721,0.055,1.831,3.209333879,15.264,82,1493
Degenerating,0,1,2,1,28,31,11,12.136,277,539,408,2,0.5,80.277,26.902,0.445,2.784,-1.344,0.605,136,1.991,0.961,784,544.935,1625,4246.865,1625,784,816,206.203,25,16,8,8.874,1,47,14.167,6,137.497,9.22,0.833,5.061,-1.434,1.1,60,6.059,1,85,131.647,515,1386.985,515,85,85,21.479,0.353,4.208,10.41643429,0,85,241
Degenerating,1,1,2,0,69,43,2,0,2383,2383,2383,1,0,170.234,48.785,0.529,1.677,0.753,0,866,2.3,1,2367,5270,4017,5318,5480,2382,2383,718.221,68,42,2,12.214,1,1576,200.25,8,219.769,40.025,0.875,1.904,0.722,0.001,836,3.112,1,1600,4220,3352,4334,4986,1602,1602,482.833,0.918,0.766,67.22624373,3.162,1602,1746
Degenerating,1,1,3,1,65,43,5,0,2372,2372,2372,1,0,145.091,48.642,0.677,1.704,0.864,0,596,2.07,0.999,2322,4580,3638,4604,4911,2370,2372,599.404,4,5,2,2.793,1,9,5,2,72.9,3.162,0.5,10.328,3.038,0.1,8,8.1,1,10,34,35,40,81,10,10,2.527,0.006,6.609,0.421585442,43.324,10,1545
Degenerating,1,1,3,1,55,59,5,10.41,1,3314,829.25,4,0.75,141.342,56.477,0.643,1.605,0.868,0,678,1.819,0.987,3083,5700,4182,5790,6035,3274,3317,838.206,1,0,0,0,2,2,2,1,66.287,1.414,0,17.661,3.532,0.5,4,13,1,2,10,10,10,26,2,2,0.505,0.001,3.744,0.06024772,40.062,2,1908
Degenerating,0,1,2,1,32,44,6,11.716,23,1435,729,2,0.5,96.599,33.568,0.516,2.435,-1.218,0.529,252,1.857,0.918,1338,857.394,2707,7125.008,2707,1338,1458,368.437,28,39,4,7.345,1,106,21.818,11,182.598,15.492,0.909,3.611,-1.093,0.785,148,5.179,1,240,309.069,1243,3356.289,1243,240,240,60.648,0.377,0.888,16.46088748,0,240,637
Degenerating,1,1,1,1,39,50,4,0,1702,1702,1702,1,0,104.914,38.346,0.432,2.17,-1.091,0.472,334,1.863,0.952,1621,-990.565,3171,-8348.08,3171,1621,1702,430.095,36,46,4,8.086,1,329,51,11,151.138,23.685,0.909,2.793,-1.04,0.607,172,3.44,1,561,-524.761,1930,-5154.423,1930,561,561,141.765,0.856,0.813,32.961,0,561,655
Degenerating,0,1,2,1,28,34,6,0,1288,1288,1288,1,0,76.861,31.511,0.518,2.585,-1.328,0.562,176,1.661,0.917,1181,752.772,2140,5557.66,2140,1181,1288,325.478,25,25,5,6.894,1,24,10.231,13,204.362,11.533,0.923,4.359,-1.082,0.947,98,6.797,1,133,237.568,904,2428.147,904,133,133,33.609,0.235,1.519,10.32604354,0,133,567
Degenerating,0,1,2,1,33,67,7,0,2202,2202,2202,1,0,82.168,43.142,0.556,2.1,-1.197,0.457,202,1.453,0.946,2082,1123.599,3199,8309.612,3199,2082,2202,556.445,21,58,3,10.025,1,8,2.188,16,245.927,5.916,0.938,6.802,-1.434,1.478,56,12,1,35,80.02,420,1158.476,420,35,35,8.845,0.032,3.95,1.589555122,0,35,1091
Degenerating,0,1,2,1,31,25,4,0,1203,1203,1203,1,0,52.057,26.761,0.6,2.993,-1.696,0.65,102,1.311,0.841,1012,533.084,1577,3936.844,1577,1012,1203,310.78,13,11,2,5.194,1,1,1,3,132.272,1.732,0.667,15.428,-3.857,3.353,6,18,1,3,8.503,54,144.557,54,3,3,0.775,0.005,1.329,0.249372546,0,3,663
Degenerating,0,1,2,1,15,37,7,0,1018,1018,1018,1,0,45.513,23.066,0.663,3.427,-1.883,0.745,78,1.267,0.806,820,475.378,1290,3181.062,1290,820,1018,262.988,12,35,5,0,382,382,382,1,73.646,19.239,0,3.337,-1.51,0.725,80,2.421,0.99,378,315.69,925,2306.176,925,378,382,98.685,0.583,0.425,37.52452583,0,382,655
Degenerating,0,1,2,1,26,35,5,0,1683,1683,1683,1,0,53.824,31.66,0.622,2.679,-1.628,0.582,78,1.198,0.841,1416,674.751,2017,5272.979,2017,1416,1683,425.294,22,32,3,6.409,2,61,17.3,10,178.965,13.153,0.9,3.993,-1.151,0.868,92,5.699,1,173,233.274,986,2674.242,986,173,173,43.717,0.178,0.545,10.27924212,0,173,973
Degenerating,0,1,2,1,17,22,4,0,759,759,759,1,0,42.227,19.026,0.581,3.748,-1.97,0.815,54,1.329,0.781,593,344.836,1009,2515.124,1009,593,759,196.078,16,20,2,4.659,1,292,75,4,63.595,16.292,0.75,3.806,-1.774,0.827,50,2.38,0.96,288,204.989,714,1818.808,714,288,300,77.501,0.75,0.233,39.52559696,0,300,400
Degenerating,0,1,2,1,20,62,6,0,2239,2239,2239,1,0,55.026,31.25,0.593,2.796,-1.601,0.608,212,1.106,0.758,1698,920.033,2476,6381.196,2476,1698,2239,565.795,16,44,5,8.879,2,12,5.429,7,142.94,6.164,0.857,6.618,-1.677,1.438,42,8.132,1,38,66.257,309,844.922,309,38,38,9.603,0.031,2.844,1.697257841,0,38,1223
Degenerating,0,1,2,1,27,75,8,0,2610,2610,2610,1,0,70.203,39.59,0.64,2.465,-1.353,0.536,208,1.236,0.844,2202,1189.316,3226,8323.512,3226,2202,2610,659.547,23,60,6,9.942,1,66,13.8,15,230.366,14.387,0.933,3.761,-1.011,0.818,166,6.353,1,207,334.871,1315,3542.801,1315,207,207,52.309,0.13,1.628,7.931049645,0,207,1594
Degenerating,1,1,3,0,38,53,3,0,1395,1395,1395,1,0,127.7,37.35,0.63,1.991,0.929,0.433,364,2.27,1,1395,2990,2325,2990,3166,1395,1395,352.516,37,46,2,9.022,1,66,16,15,234.357,15.492,0.933333333,3.581,1.043,0.778,184,6.117,1,240,824,755,872,1468,240,240,60.648,0.283,3.176,17.204,7.616,240,849
Degenerating,1,1,3,1,44,63,5,10.731,1,1126,106.091,11,0.909,155.697,34.03,0.556,2.183,0.949,0.001,408,2.749,0.997,1130,2600,2055,2660,3208,1164,1167,294.901,36,55,4,11.177,1,181,27.667,9,154.175,15.78,0.888888889,3.537,1.2,0.004,146,4.57,1,249,734,643,758,1138,249,249,62.922,0.416,3.692,21.33665196,10.247,249,599
Degenerating,0,1,2,1,61,54,4,0,3242,3242,3242,1,0,100.5,51.319,0.579,1.803,-1.091,0.392,334,1.461,0.933,3025,1476.923,4735,12485.65,4735,3025,3242,819.253,54,49,2,9.849,1,112,12.421,19,223.63,15.362,0.947,3.601,-1.046,0.783,160,5.962,1,236,309.7,1407,3839.262,1407,236,236,59.637,0.136,0.997,7.279436267,0,236,1734
Degenerating,0,1,2,1,24,27,6,0,822,822,822,1,0,54.93,25.539,0.576,3.089,-1.627,0.671,102,1.543,0.926,761,480.259,1268,3258.819,1268,761,822,207.719,18,23,4,5.096,1,16,5.2,10,181.134,7.211,0.9,5.961,-1.348,1.296,58,8.577,1,52,108.004,446,1207.161,446,52,52,13.14,0.118,1.279,6.325853677,0,52,440
Degenerating,0,1,2,1,38,58,8,0,3390,3390,3390,1,0,81.615,48.156,0.583,1.949,-1.234,0.423,240,1.253,0.881,2987,1330.229,4246,10704.85,4246,2987,3390,875.764,36,53,7,13.155,1,987,147.714,7,139.926,32.156,0.857,2.237,-0.983,0.486,320,2.665,1,1034,809.312,2756,7002.432,2756,1034,1034,267.121,0.552,3.177,30.50148213,0,1034,1873
Degenerating,1,1,2,0,63,41,3,0,2205,2205,2205,1,0,87.62,43.737,0.691,1.927,1.147,0.001,178,1.516,0.954,1956,3286,2501,3292,3342,2103,2205,664.573,61,35,1,10.306,1,86,10.294,17,227.222,13.229,0.941176471,3.978,1.27,0.006,186,6.657,1,175,548,585,710,1165,175,175,52.744,0.122,2.1,7.936524656,16.155,175,1434
Degenerating,0,1,2,1,58,40,5,0,2261,2261,2261,1,0,111.093,47.455,0.49,1.729,-1.008,0.376,264,1.761,0.999,2258,1111.511,3981,10172.43,3981,2258,2261,584.101,53,37,5,9.552,1,708,108.857,7,208.989,27.604,0.857,2.436,-0.834,0.529,456,3.856,1,762,734.72,2938,7592.894,2938,762,762,196.853,0.728,1.123,33.7018769,0,762,1046
Degenerating,0,1,2,1,19,66,3,10.035,2,1033,347.333,3,0.667,105.513,31.263,0.391,2.4,-1.155,0.522,226,2.202,0.979,1020,710.547,2295,6056.949,2295,1020,1042,263.313,0,0,0,0,1,1,1,1,76.368,1,0,22.251,Inf,4.836,2,18,1,1,2.949,18,50.13,18,1,1,0.253,0.006,3.174,0.096083368,0,1,168
Degenerating,0,1,2,1,24,56,7,0,2839,2839,2839,1,0,44.4,28.051,0.667,3.135,-1.812,0.681,104,0.886,0.652,1851,964.44,2514,6448.843,2514,1851,2839,717.415,15,40,5,7.101,1,11,3.182,11,187.885,5.916,0.909,6.802,-1.587,1.478,40,10.029,1,35,67.298,351,967.731,351,35,35,8.845,0.018,2.487,1.232898671,0,35,1901
Degenerating,0,1,2,1,33,64,7,0,2577,2577,2577,1,0,78.43,43.251,0.488,2.099,-1.241,0.456,312,1.336,0.899,2316,1172.604,3444,8983.063,3444,2316,2577,651.208,26,25,5,7.722,1,9,3.1,10,184.656,5.568,0.9,7.083,-1.591,1.539,42,10.323,1,31,63.483,320,880.133,320,31,31,7.834,0.031,3.117,1.202995049,0,31,990
Degenerating,1,1,1,2,55,36,3,0,1963,1963,1963,1,0,100.06,41.658,0.499,1.943,-1.12,0.422,340,1.721,0.96,1884,-961.252,3379,-8990.743,3379,1884,1963,496.05,53,34,2,8.13,1,984,199.8,5,158.758,31.607,0.8,2.267,-0.923,0.493,396,2.933,1,999,-829.111,2930,-7798.873,2930,999,999,252.447,0.692,0.36,50.89144239,0,999,1158
Degenerating,0,1,2,1,26,15,4,0,887,887,887,1,0,36.618,20.88,0.581,3.662,-2.1,0.796,22,1.148,0.789,700,355.883,1018,2529.587,1018,700,887,229.145,24,12,2,0,218,218,218,1,94.595,14.765,0,3.697,-1.414,0.804,104,3.45,1,218,210.87,752,1920.637,752,218,218,56.318,0.463,0.526,24.57745096,0,218,471
Degenerating,0,1,2,1,54,34,5,0,2936,2936,2936,1,0,80.858,44.039,0.596,2.015,-1.271,0.438,292,1.306,0.871,2557,1192.071,3834,9675.21,3834,2557,2936,758.479,50,31,3,9.353,1,186,35.308,13,208.165,21.424,0.923,2.885,-0.935,0.627,270,4.553,1,459,524.074,2090,5399.926,2090,459,459,118.577,0.28,1.352,15.63352446,0,459,1640
Degenerating,0,1,2,1,29,18,3,4.908,5,451,228,2,0.5,59.903,20.378,0.523,3.398,-1.725,0.738,64,1.989,0.969,442,286.11,907,2388.452,907,442,456,115.231,19,11,1,4.317,2,58,17.75,4,94.606,8.426,0.75,5.374,-1.673,1.168,30,5.014,1,71,95.22,356,954.552,356,71,71,17.942,0.348,0.334,15.57046281,0,71,204
Degenerating,1,1,2,0,56,30,3,0,1386,1386,1386,1,0,81.356,32.346,0.638,2.35,1.351,0.001,226,1.684,0.911,1177,2048,1649,2108,2334,1262,1386,417.732,54,19,2,6.653,1,692,346.5,2,100.342,26.211,0.5,2.673,1.159,0.002,162,2.44,0.997,652,1504,1111,1528,1691,691,693,208.866,0.726,0.861,50,13,693,954
Degenerating,0,1,2,1,41,64,11,0,4363,4363,4363,1,0,88.336,48.972,0.577,2.055,-1.167,0.447,372,1.214,0.819,3574,1856,5296,13155.25,5296,3574,4363,1127.127,38,60,10,13.056,1,552,73.583,12,158.356,29.564,0.917,2.464,-1.005,0.536,254,3.051,0.997,880,758.176,2694,6877.832,2694,880,883,228.112,0.386,3.908,20.23835823,0,883,2287
Degenerating,0,1,2,1,62,38,3,0,2948,2948,2948,1,0,97.187,50.528,0.587,1.731,-1.108,0.376,414,1.474,0.953,2810,1243.535,4346,11571.95,4346,2810,2948,744.96,60,34,2,9.387,2,272,19.045,22,256.759,20.469,0.955,2.974,-0.882,0.646,288,5.399,1,419,527.531,2262,6142.654,2262,419,419,105.881,0.25,1.494,14.21297788,0,419,1674
Degenerating,1,1,3,1,58,67,5,10.361,1,3254,1627.5,2,0.5,117.467,53.18,0.615,1.722,0.907,0,566,1.618,0.954,2838,5390,3891,5366,5268,3106,3255,822.538,42,49,3,9.495,1,6,1.636,11,224.894,4.243,0.909090909,8.49,3.473,0.056,34,14.111,1,18,44,93,98,254,18,18,4.549,0.01,2.127,0.553044358,20.543,18,1852
Degenerating,1,1,2,0,49,35,6,0,1850,1850,1850,1,0,98.859,42.073,0.626,2.03,1.088,0.001,350,1.742,0.985,1652,3082,2196,3136,3222,1823,1850,557.578,46,27,3,8.59,1,442,65.333,9,155.664,24.249,0.888888889,2.665,1.036,0.002,318,3.454,1,586,1508,1238,1586,2031,588,588,177.22,0.532,0.168,31.78389391,11.225,588,1105
Degenerating,1,1,3,1,67,66,4,12.398,1,3821,1278,3,0.667,144.163,60.688,0.659,1.516,0.87,0,626,1.757,0.987,3595,6264,4832,6294,6735,3783,3834,968.852,49,58,2,11.457,1,5,1.375,16,284.968,4.69,0.9375,7.941,7.279,0.045,42,15.455,1,22,24,119,126,340,22,22,5.559,0.009,4.274,0.573771845,20.64,22,2320
Degenerating,1,1,3,0,38,27,2,0,839,839,839,1,0,59.186,24.53,0.67,2.873,1.622,0.624,70,1.61,0.895,689,1220,964,1220,1351,751,839,212.015,28,23,1,6.454,8,48,23.25,4,145.944,9.644,0.75,4.911,1.384,1.067,82,6.118,1,93,330,293,354,569,93,93,23.501,0.18,1.166,11.085,8.246,93,517
Degenerating,0,1,2,1,41,27,8,0,1873,1873,1873,1,0,76.156,36.535,0.511,2.443,-1.303,0.531,232,1.458,0.893,1673,938.585,2730,6799.464,2730,1673,1873,483.866,40,25,6,7.708,1,413,68.25,8,159.533,23.367,0.875,2.732,-0.955,0.594,288,3.599,1,546,573.401,1965,4996.293,1965,546,546,141.052,0.659,0.594,29.15104595,0,546,828
Degenerating,0,1,2,1,35,45,5,0,2849,2849,2849,1,0,61.641,37.736,0.623,2.318,-1.475,0.504,188,1.101,0.794,2261,1023.925,3136,7864.91,3136,2261,2849,736.004,33,43,5,8.166,1,426,183,4,149.805,26.945,0.75,2.528,-0.961,0.549,302,3.13,0.997,730,689.539,2291,5804.186,2291,730,732,189.103,0.443,1.792,25.69320275,0,732,1654
Degenerating,0,1,2,1,13,52,4,0,800,800,800,1,0,57.848,25.061,0.617,2.946,-1.703,0.64,110,1.611,0.922,738,405.019,1289,3395.984,1289,738,800,202.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472
Degenerating,0,1,2,1,39,62,5,8.223,4,4650,2327,2,0.5,83.165,47.557,0.424,2.059,-1.159,0.447,572,1.141,0.786,3659,1896.109,5311,13764.97,5311,3659,4654,1176.066,30,52,3,8.232,1,71,8.056,18,216.128,12.042,0.944,4.235,-1.133,0.921,124,6.855,1,145,231.146,994,2699.961,994,145,145,36.642,0.126,4.868,3.115641469,0,145,1153
Degenerating,0,1,2,1,29,52,7,0,3065,3065,3065,1,0,57.489,35.403,0.629,2.56,-1.511,0.556,188,1.025,0.742,2275,1139.677,3143,7768.999,3143,2275,3065,791.804,27,50,5,8.653,1,488,57.2,10,150.541,23.604,0.9,2.877,-1.033,0.625,228,3.409,0.991,567,579.012,1950,4948.165,1950,567,572,147.769,0.323,1.202,18.66232047,0,572,1772
Degenerating,1,0,0,1,59,56,3,0,2476,2476,2476,1,0,138.233,49.128,0.631,1.683,0.931,0,522,1.976,0.992,2420,4372,3495,4372,4893,2455,2476,625.685,50,42,1,9.591,1,39,6.438,16,219.684,10.149,0.9375,4.747,1.381,0.01,120,7.767,1,103,354,372,426,800,103,103,26.028,0.073,1.259,4.159920727,19.105,103,1418
Degenerating,0,1,2,1,49,50,3,0,2386,2386,2386,1,0,103.888,47.35,0.511,1.738,-1.083,0.378,380,1.654,0.979,2337,1112.748,3946,10071.99,3946,2337,2386,616.393,34,31,1,8.444,1,23,9,7,166.925,7.937,0.857,5.592,-1.421,1.215,78,7.619,1,63,101.38,480,1259.156,480,63,63,16.275,0.06,3.07,2.640360939,0,63,1042
Degenerating,0,1,2,1,37,55,6,13.69,24,1764,894,2,0.5,86.892,38.375,0.565,2.245,-1.197,0.488,278,1.616,0.937,1676,1002.109,2890,7189.452,2890,1676,1788,461.907,33,53,5,8.59,1,110,23.278,18,186.99,20.469,0.944,3.031,-0.99,0.659,186,4.37,1,419,500.465,1831,4689.413,1831,419,419,108.243,0.447,0.613,23.433938,0,419,937
Degenerating,0,1,2,1,31,44,2,9.022,1,829,277.333,3,0.667,115.666,28.429,0.423,2.53,-1.15,0.55,244,2.524,0.99,824,625.484,2100,5326.861,2100,824,832,214.937,5,13,1,3.412,7,21,14,2,80.563,5.292,0.5,7.328,-2.183,1.593,20,6.143,1,28,40.637,172,446.889,172,28,28,7.233,0.137,4.856,3.36517212,0,28,204
Degenerating,1,1,3,1,62,62,5,0,2405,2405,2405,1,0,204.809,49.041,0.578,1.669,0.736,0,798,2.593,1,2393,5426,4393,5450,6237,2405,2405,607.743,45,40,3,9.998,1,28,7.5,10,156.284,8.66,0.9,5.276,1.649,0.013,60,6.88,1,75,240,252,282,516,75,75,18.952,0.06,1.01,3.118423413,27.019,75,1257
Degenerating,0,1,2,1,38,32,3,0,1015,1015,1015,1,0,65.493,28.077,0.437,2.638,-1.518,0.573,100,1.617,0.919,933,504.032,1641,4334.949,1641,933,1015,256.49,36,30,3,6.996,6,121,40.667,6,138.447,15.62,0.833,3.561,-1.21,0.774,102,4.283,1,244,266.973,1045,2814.523,1045,244,244,61.659,0.67,1.032,24.03953371,0,244,364
Degenerating,1,1,3,1,53,77,4,0,4333,4333,4333,1,0,137.37,63.11,0.548,1.502,0.847,0,858,1.633,0.972,3938,6984,5213,6978,7076,4213,4333,1094.949,1,0,0,0,2,2,2,1,66.287,1.414,0,17.661,3.532,0.5,4,13,1,2,10,10,10,26,2,2,0.505,0.001,14.28,0.04612087,73.164,2,2097
