NMJCounting,Muscle,Fenotype,Genotype,Maturity,Bounds0Red,Bounds1Red,Bounds2Red,CCDistRed,CCSize0Red,CCSize1Red,CCSize2Red,CCRed,FragmentationRed,Compactness0Red,Compactness1Red,MeanIntensityRed,ShapeFactor0Red,ShapeFactor1Red,ShapeFactor2Red,SkeletonLengthRed,SurfaceVolumeRatio0Red,SurfaceVolumeRatio1Red,Surface0Red,Surface1Red,Surface2Red,Surface3Red,SurfaceDil0Red,SurfaceDil1Red,Volume0Red,Volume1Red,Bounds0Gr,Bounds1Gr,Bounds2Gr,CCDistGr,CCSize0Gr,CCSize1Gr,CCSize2Gr,CCGr,Compactness0Gr,Compactness1Gr,FragmentationGr,ShapeFactor0Gr,ShapeFactor1Gr,ShapeFactor2Gr,SkeletonLengthGr,SurfaceVolumeRatio0Gr,SurfaceVolumeRatio1Gr,Surface0Gr,Surface1Gr,Surface2Gr,Surface3Gr,SurfaceDil0Gr,SurfaceDil1Gr,Volume0Gr,Volume1Gr,IoUGr,ComDist,Coverage,HausDist,NIntersection,NUnion
Degenerating,0,1,2,1,28,27,6,0,1847,1847,1847,1,0,40.797,25.847,0.62,3.01,-1.98,0.654,30,0.966,0.713,1316,556.299,1784,4500.36,1784,1316,1847,477.149,24,23,3,7.092,1,199,55.75,4,114.478,14.933,0.75,3.669,-1.346,0.797,82,3.888,1,223,218.315,867,2239.153,867,223,223,57.609,0.212,1.784,12.07358708,0,223,1050
Degenerating,1,1,3,1,49,56,7,0,1664,1664,1664,1,0,122.469,40.462,0.656,1.991,0.951,0.001,436,2.081,0.995,1569,3284,2345,3290,3463,1655,1664,420.493,45,50,7,10.001,1,57,19.786,14,210.778,16.643,0.928571429,3.413,1.048,0.004,202,5.433,1,277,902,792,956,1505,277,277,69.998,0.257,2.357,16.64665048,9.055,277,1079
Degenerating,1,0,0,1,47,45,3,10.727,359,1277,818,2,0.5,109.87,39.966,0.623,1.955,1.107,0.001,250,1.947,0.992,1580,2792,2244,2792,3185,1623,1636,413.417,34,40,2,8.743,1,62,14.3,10,192.917,11.958,0.9,4.255,1.257,0.007,136,6.385,1,143,484,465,526,913,143,143,36.136,0.154,3.566,8.740811336,11.705,143,931
Degenerating,0,1,2,1,34,29,4,0,1503,1503,1503,1,0,60.359,30.397,0.518,2.63,-1.583,0.572,70,1.343,0.85,1278,627.395,2019,5326.232,2019,1278,1503,379.808,26,22,2,6.918,1,26,7.333,6,125.853,6.633,0.833,6.303,-1.712,1.37,32,7.114,1,44,65.907,313,857.067,313,44,44,11.119,0.068,2.16,2.927531806,0,44,644
Degenerating,1,1,3,1,23,52,3,0,1368,1368,1368,1,0,81.791,34.977,0.533,2.332,1.257,0.507,208,1.697,0.963,1176,2182,1601,2176,2322,1318,1368,345.694,8,48,1,11.087,1,63,13.5,6,100.996,9,0.833333333,5.143,1.796,1.118,50,5.012,1,81,232,211,256,406,81,81,20.469,0.123,5.299,5.921132562,14.283,81,656
Degenerating,1,0,0,0,62,49,3,0,2142,2142,2142,1,0,112.308,45.861,0.578,1.764,1.033,0,530,1.806,0.994,2096,3580,2872,3634,3868,2129,2142,645.585,58,48,2,10.704,1,1112,140,8,129.885,33.466,0.875,2.148,1.021,0.001,380,2.47,1,1117,2350,1867,2422,2766,1120,1120,337.561,0.734,2.813,52.28761511,9.274,1120,1526
Degenerating,1,1,3,1,30,89,6,15.729,1,2742,686.25,4,0.75,78.099,42.112,0.697,2.11,1.278,0,176,1.305,0.864,2067,3414,2542,3432,3582,2373,2745,693.661,19,75,3,12.369,1,6,1.6,10,209.533,4,0.9,8.83,7.849,0.062,24,14,1,16,18,82,90,224,16,16,4.043,0.009,2.262,0.582849548,14.283,16,1835
Degenerating,0,1,2,1,36,61,6,10.942,4,2342,807,4,0.75,65.415,33.704,0.637,2.496,-1.491,0.543,244,1.099,0.706,2279,1125.331,3546,8925.629,3546,2279,3228,833.913,36,60,4,11.955,1,883,291,4,125.45,34.117,0.75,2.156,-1.048,0.469,294,2.382,1,1164,757.877,2773,7102.053,2773,1164,1164,300.705,0.596,0.505,36.059517,0,1164,1953
Degenerating,1,1,3,1,46,72,4,11.559,1,3208,1070,3,0.667,110.836,54.395,0.685,1.647,0.995,0,466,1.564,0.973,2940,4868,3713,4904,5021,3124,3210,811.167,22,21,3,6.4,1,5,2.286,7,155.994,4,0.857142857,8.83,2.355,0.062,20,11.5,1,16,60,74,78,184,16,16,4.043,0.008,6.317,0.498417712,42.107,16,2056
Degenerating,1,0,0,1,66,30,5,10.398,1,2526,1263.5,2,0.5,65.513,38.028,0.713,2.283,1.425,0.001,198,1.193,0.83,1808,2896,2156,2896,3015,2098,2527,638.573,59,29,3,9.275,1,240,49.125,8,152.579,19.824,0.875,3.038,1.083,0.003,186,3.898,1,393,1102,930,1138,1532,393,393,99.311,0.226,0.707,15.55201989,6.633,393,1740
Degenerating,1,1,3,1,28,81,7,0,2996,2996,2996,1,0,112.982,49.745,0.69,1.821,0.972,0,428,1.621,0.938,2539,4756,3498,4786,4857,2811,2996,757.089,18,60,4,9.773,1,3,1.235,17,286.763,4.583,0.941176471,8.065,16.937,0.048,42,15.762,1,21,10,117,124,331,21,21,5.307,0.011,4.036,0.70097439,25.199,21,1924
Degenerating,1,1,3,1,42,75,5,11.337,1,3368,842.75,4,0.75,108.743,55.776,0.67,1.639,0.995,0,380,1.519,0.974,3052,5030,3803,5054,5122,3282,3371,851.852,33,58,3,8.947,1,26,3.217,23,281.457,8.602,0.956521739,5.3,1.816,0.014,96,10.23,1,74,216,316,360,757,74,74,18.7,0.035,2.747,2.19521701,20.712,74,2094
Degenerating,1,0,0,1,37,59,4,0,2571,2571,2571,1,0,90.573,48.124,0.714,1.791,1.116,0,258,1.472,0.966,2331,3742,2871,3742,3785,2483,2571,649.692,34,59,2,8.887,1,476,41.071,14,187.471,23.979,0.928571429,2.676,0.968,0.002,362,3.939,1,575,1590,1379,1650,2265,575,575,145.302,0.323,2.283,22.3647513,6.083,575,1779
Degenerating,0,1,2,1,19,11,5,5.358,1,363,182,2,0.5,47.431,15.359,0.468,4.217,-2.011,0.917,60,1.835,0.865,315,230.158,668,1739.64,668,315,364,91.983,14,4,2,4.129,3,23,13,2,62.351,5.099,0.5,7.811,-2.57,1.698,10,5.308,1,26,36.83,138,370.105,138,26,26,6.57,0.215,1.222,7.142624181,0,26,121
Degenerating,1,1,3,1,84,56,6,13.87,1,5243,2622,2,0.5,155.653,69.617,0.589,1.431,0.787,0,920,1.666,0.974,4693,8532,6163,8550,8734,5108,5244,1325.159,67,30,3,10.838,1,153,10.556,18,211.984,13.784,0.944444444,3.87,1.246,0.005,180,6.184,1,190,590,566,698,1175,190,190,48.013,0.068,6.792,3.623187859,31.796,190,2787
Degenerating,0,1,2,1,26,80,11,12.882,1,2498,837.333,3,0.667,109.519,45.843,0.495,2.079,-1.054,0.452,332,1.684,0.942,2367,1529.508,4230,10943.92,4230,2367,2512,634.782,22,72,8,11.828,1,29,6.167,12,185.839,8.602,0.917,5.3,-1.316,1.152,76,7.757,1,74,134.482,574,1558.129,574,74,74,18.7,0.075,2.983,2.945893236,0,74,984
Degenerating,1,1,2,0,36,51,4,0,1356,1356,1356,1,0,65.22,31.232,0.687,2.694,1.408,0.001,156,1.464,0.896,1012,1936,1309,1924,1985,1215,1356,408.69,36,50,4,0,965,965,965,1,79.732,29.059,0,2.706,1.242,0.001,200,1.875,0.956,803,1750,1158,1750,1809,923,965,290.845,0.891,0.834,71.16518633,2.236,965,1083
Degenerating,0,1,2,1,39,34,8,0,2278,2278,2278,1,0,58.702,35.955,0.637,2.451,-1.507,0.533,216,1.148,0.828,1886,859.996,2615,6552.091,2615,1886,2278,588.493,34,31,6,7.469,1,361,109.25,4,192.668,20.905,0.75,2.932,-0.939,0.637,246,4.396,1,437,530.428,1921,4914.55,1921,437,437,112.893,0.317,0.653,19.18340575,0,437,1380
Degenerating,0,1,2,1,47,51,6,0,2961,2961,2961,1,0,104.748,48.094,0.462,1.821,-1.038,0.396,582,1.547,0.921,2727,1433.178,4582,11554.27,4582,2727,2961,764.937,44,43,4,8.508,1,253,23.769,13,118.229,17.493,0.923,3.471,-1.317,0.754,120,3.563,0.997,308,294.289,1101,2826.441,1101,308,309,79.826,0.315,3.815,10.43563065,0,309,982
Degenerating,0,1,2,1,26,64,9,0,3047,3047,3047,1,0,49.147,26.838,0.685,3.114,-1.745,0.677,180,0.926,0.618,1884,1047.979,2820,7267.637,2820,1884,3047,769.977,19,44,4,12.001,131,183,157,2,81.442,17.72,0.5,3.316,-1.432,0.721,54,2.764,1,314,279.467,868,2280.091,868,314,314,79.348,0.161,1.378,10.30524288,0,314,1953
Degenerating,1,1,2,0,38,73,2,0,1679,1679,1679,1,0,168.819,40.683,0.6,1.905,0.841,0.001,696,2.57,0.995,1650,3736,3090,3778,4315,1671,1679,506.04,37,63,2,11.484,1,420,54.385,13,177.334,26.589,0.923076923,2.498,0.944,0.001,286,3.543,1,707,1870,1541,1912,2505,707,707,213.085,0.623,4.625,42.10833136,13.153,707,1135
Degenerating,0,1,2,1,52,28,3,0,2422,2422,2422,1,0,54.454,31.242,0.645,2.489,-1.656,0.541,148,1.07,0.739,1789,759.815,2591,6584.245,2591,1789,2422,625.693,49,25,2,10.531,3,619,219.667,3,123.3,25.671,0.667,2.557,-1.098,0.556,192,2.847,1,659,495.767,1876,4821.661,1876,659,659,170.244,0.461,0.405,27.2088708,0,659,1431
Degenerating,0,1,2,1,29,72,13,0,4074,4074,4074,1,0,77.907,45.583,0.548,2.209,-1.234,0.48,282,1.142,0.799,3255,1721.735,4653,11466.96,4653,3255,4074,1052.467,19,66,7,10.689,1,21,9.714,7,127.485,8.246,0.857,5.451,-1.584,1.185,28,6.206,1,68,99.87,422,1096.268,422,68,68,17.567,0.035,4.541,1.669125968,0,68,1922
Degenerating,0,1,2,1,50,58,11,13.202,5,1680,934.667,3,0.667,73.434,38.215,0.581,2.389,-1.351,0.519,170,1.244,0.805,2256,1208.719,3487,9073.746,3487,2256,2804,708.571,44,46,8,12.144,1,13,3.571,14,200.544,7.071,0.929,6.04,-1.424,1.313,48,9.3,1,50,94.992,465,1276.2,465,50,50,12.635,0.034,1.153,1.783166401,0,50,1491
Degenerating,0,1,2,1,20,35,4,7.767,11,448,157.667,3,0.667,118.548,21.68,0.398,2.949,-1.158,0.641,178,3.097,0.998,472,454.902,1465,3697.567,1465,472,473,122.194,19,30,3,5.553,1,77,15.667,9,177.62,11.874,0.889,4.275,-1.155,0.929,104,6.071,1,141,217.912,856,2208.377,856,141,141,36.426,1.022,1.105,29.8099743,0,141,138
Degenerating,0,1,2,1,53,34,7,0,2164,2164,2164,1,0,61.617,32.82,0.56,2.642,-1.502,0.574,146,1.206,0.793,1715,915.004,2610,6482.91,2610,1715,2164,559.042,44,31,2,9.692,2,175,56.25,4,109.364,15,0.75,3.658,-1.349,0.795,98,3.76,1,225,233.969,846,2163.976,846,225,225,58.126,0.21,1.126,10.39742989,0,225,1071
Degenerating,1,1,3,1,49,36,4,11.251,2,2702,1352,2,0.5,73.934,43.428,0.673,2.055,1.282,0,230,1.264,0.887,2102,3370,2490,3376,3419,2398,2704,683.301,47,28,2,7.719,1,65,10.083,24,244.637,15.556,0.958333333,3.571,1.116,0.004,228,6.277,1,242,774,762,888,1519,242,242,61.153,0.146,2.011,8.949642983,6.782,242,1659
Degenerating,0,1,2,1,28,35,5,0,1823,1823,1823,1,0,48.953,28.427,0.591,2.735,-1.768,0.594,56,1.095,0.762,1390,599.14,1997,5061.257,1997,1390,1823,470.949,21,23,2,6.581,1,117,27.833,6,114.724,12.923,0.833,4.041,-1.406,0.878,86,4.287,1,167,181.861,716,1847.605,716,167,167,43.142,0.172,1.283,9.160652215,0,167,972
Degenerating,1,1,3,1,68,52,4,11.584,1,955,178.25,12,0.917,209.45,46.249,0.513,1.742,0.748,0,742,2.737,1,2121,4936,3902,5014,5855,2139,2139,540.525,0,1,0,0,2,2,2,1,66.287,1.414,0,17.661,3.532,0.5,4,13,1,2,10,10,10,26,2,2,0.505,0.002,8.088,0.093427686,56.08,2,866
Degenerating,0,1,2,1,35,41,8,0,3351,3351,3351,1,0,43.082,29.336,0.619,2.895,-1.827,0.629,92,0.821,0.636,2130,928.925,2752,7186.172,2752,2130,3351,846.798,33,36,6,0,915,915,915,1,99.001,29.903,0,2.394,-1.172,0.52,226,2.204,0.992,908,610.227,2017,5337.503,2017,908,915,231.22,0.482,0.38,27.30521329,0,915,1898
Degenerating,0,1,2,1,46,53,6,8.952,3,1289,361.25,4,0.75,101.383,33.038,0.528,2.443,-1.209,0.531,238,1.923,0.911,1316,865.26,2779,7329.455,2779,1316,1445,365.151,20,36,2,5.909,1,5,1.778,9,175.453,4,0.889,8.83,-1.859,1.919,28,12.438,1,16,37.871,199,548.94,199,16,16,4.043,0.026,1.011,1.10721318,0,16,613
Degenerating,1,0,0,0,57,48,2,9.33,1,2296,1148.5,2,0.5,145.502,46.402,0.613,1.779,0.918,0.387,502,2.097,0.979,2177,4218,3551,4230,4816,2248,2297,580.452,51,43,2,9.342,1,232,23.556,18,216.671,20.591,0.944444444,2.962,1.006,0.644,250,4.802,1,424,1248,1123,1308,2036,424,424,107.145,0.295,3.246,18.459,10.198,424,1439
Degenerating,0,1,2,1,52,40,4,7.517,1,1928,644,3,0.667,81.084,39.33,0.543,2.204,-1.25,0.479,240,1.504,0.929,1794,975.483,2906,7593.73,2906,1794,1932,488.216,46,33,2,8.376,1,171,28.6,10,155.082,16.912,0.9,3.389,-1.136,0.737,174,4.381,1,286,333.929,1253,3360.918,1253,286,286,72.272,0.296,1.059,14.80328379,0,286,966
Degenerating,0,1,2,1,28,46,1,6.613,1,564,243.667,3,0.667,110.445,27.037,0.353,2.47,-1.179,0.537,192,2.555,1,731,362.34,1868,5485.722,1868,731,731,150.711,24,42,1,6.447,1,185,26.625,8,117.373,14.595,0.875,3.726,-1.354,0.81,86,4.014,1,213,193.624,855,2483.085,855,213,213,43.914,1.626,1.251,29.13788642,0,213,131
Degenerating,1,1,2,0,68,42,2,0,2659,2659,2659,1,0,168.576,51.565,0.511,1.617,0.743,0,642,2.203,1,2641,5750,4170,5846,5857,2659,2659,801.406,67,39,2,12.095,1,1819,455.5,4,196.146,42.685,0.75,1.824,0.736,0.001,940,2.764,1,1820,4512,3609,4584,5036,1822,1822,549.139,0.959,1.186,68.52194768,2.449,1822,1899
Degenerating,0,1,2,1,55,27,7,0,2429,2429,2429,1,0,46.661,28.806,0.688,3.048,-1.721,0.663,140,0.964,0.699,1698,912.927,2342,5993.162,2342,1698,2429,613.808,46,22,4,8.02,1,71,16.9,10,152.366,13,0.9,4.073,-1.241,0.885,98,5.16,1,169,227.848,872,2343.506,872,169,169,42.706,0.105,0.578,6.957550244,0,169,1613
Degenerating,0,1,2,1,63,31,3,9.986,4,1893,948.5,2,0.5,131.314,43.245,0.388,1.849,-0.92,0.402,636,2.087,0.995,1888,1223.205,3959,10451.09,3959,1888,1897,479.372,58,29,2,8.854,1,27,4.737,38,334.437,13.416,0.974,3.941,-0.921,0.856,210,8.533,1,180,329.665,1536,4199.692,1536,180,180,45.486,0.506,3.363,9.488664336,0,180,356
Degenerating,0,1,2,1,43,28,9,0,1632,1632,1632,1,0,94.211,38.666,0.501,2.142,-1.121,0.466,300,1.759,0.971,1585,1018.81,2870,7444.246,2870,1585,1632,412.406,37,24,6,7.43,1,13,4.333,18,226.835,8.832,0.944,5.208,-1.231,1.132,76,8.705,1,78,144.309,679,1857.926,679,78,78,19.711,0.119,1.919,4.779513392,0,78,657
Degenerating,0,1,2,1,37,35,4,7.914,21,1367,694,2,0.5,82.495,31.649,0.526,2.463,-1.307,0.535,206,1.699,0.897,1245,762.751,2358,6190.519,2358,1245,1388,350.748,32,31,2,6.913,3,130,32.333,9,151.324,17.059,0.889,3.369,-1.16,0.732,116,4.285,1,291,332.774,1247,3344.38,1247,291,291,73.536,0.449,1.073,20.96547949,0,291,648
Degenerating,0,1,2,1,52,40,8,0,3069,3069,3069,1,0,62.952,37.523,0.626,2.492,-1.414,0.542,218,1.089,0.771,2367,1235.413,3342,8237.318,3342,2367,3069,792.838,50,38,6,9.843,2,480,130,7,120.818,29.325,0.857,2.521,-1.084,0.548,192,2.522,0.981,893,726.623,2295,5778.439,2295,893,910,235.087,0.507,0.301,29.65132852,0,910,1794
Degenerating,0,1,2,1,25,73,9,0,3005,3005,3005,1,0,62.427,37.235,0.664,2.459,-1.478,0.535,154,1.091,0.773,2322,1156.207,3277,8132.286,3277,2322,3005,776.304,23,70,7,12.392,2,938,194,5,107.034,29.616,0.8,2.636,-1.191,0.573,204,2.277,0.967,938,684.53,2209,5576.77,2209,938,970,250.587,0.508,2.014,32.2794936,0,970,1911
Degenerating,1,0,0,0,56,37,3,0,1388,1388,1388,1,0,104.579,37.055,0.646,2.03,1.131,0.441,264,1.99,0.996,1364,2448,2021,2454,2762,1383,1388,350.748,50,33,1,8.593,1,251,79.2,5,168.789,19.9,0.8,3.03,1.019,0.659,238,4.159,1,396,1178,987,1184,1647,396,396,100.069,0.443,1.492,28.53,6.403,396,893
Degenerating,0,1,2,1,34,46,5,0,1617,1617,1617,1,0,72.122,35.784,0.494,2.301,-1.307,0.5,178,1.476,0.925,1496,813.375,2387,6225.411,2387,1496,1617,408.616,15,32,1,7.536,1,4,2,4,132.575,2.828,0.75,11.126,-2.472,2.418,14,13,1,8,19.6,104,287.075,104,8,8,2.022,0.013,1.363,0.494841122,0,8,601
Degenerating,0,1,2,1,18,44,5,0,844,844,844,1,0,54.068,23.273,0.576,3.12,-1.759,0.678,72,1.513,0.863,728,417.183,1277,3202.41,1277,728,844,218.037,15,39,3,7.873,1,131,56.333,3,88.709,13,0.667,4.025,-1.553,0.875,66,3.598,1,169,166.523,608,1556.823,608,169,169,43.659,0.389,1.658,20.02366571,0,169,435
Degenerating,1,1,3,1,61,29,3,8.743,1,874,147.5,6,0.833,117.713,28.597,0.527,2.586,1.096,0.001,308,2.502,0.974,793,1872,1384,1896,2214,862,885,223.639,46,24,2,7.013,1,98,16.25,12,179.994,13.964,0.916666667,3.837,1.199,0.005,166,5.497,1,195,624,556,708,1072,195,195,49.276,0.449,1.202,22.03372399,10.344,195,434
Degenerating,1,1,3,1,43,47,7,0,2725,2725,2725,1,0,101.066,47.032,0.688,1.837,1.09,0,350,1.553,0.933,2363,3982,3061,4000,4233,2542,2725,688.607,17,29,5,7.327,1,3,1.667,6,162.113,3.162,0.833333333,10.328,3.038,0.1,16,13.8,1,10,34,51,52,138,10,10,2.527,0.006,1.78,0.366972744,25.318,10,1777
Degenerating,0,1,2,1,36,25,8,0,1433,1433,1433,1,0,66.724,34.077,0.505,2.527,-1.373,0.549,188,1.459,0.932,1336,768.269,2091,5158.566,2091,1336,1433,370.198,14,17,4,5.479,1,14,4.333,6,130.674,5.099,0.833,7.511,-1.878,1.632,24,8.692,1,26,46.862,226,593.724,226,26,26,6.717,0.043,4.196,1.814434438,0,26,610
Degenerating,0,1,2,1,26,80,11,12.882,1,2498,837.333,3,0.667,109.519,45.843,0.495,2.079,-1.054,0.452,332,1.684,0.942,2367,1529.508,4230,10943.92,4230,2367,2512,634.782,22,72,8,11.828,1,29,6.167,12,185.839,8.602,0.917,5.3,-1.316,1.152,76,7.757,1,74,134.482,574,1558.129,574,74,74,18.7,0.075,2.983,2.945893236,0,74,984
Degenerating,0,1,2,1,17,22,3,0,230,230,230,1,0,59.792,14.576,0.313,4.135,-1.808,0.899,50,2.496,0.974,224,195.647,574,1496.964,574,224,230,58.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Degenerating,1,1,3,1,69,52,5,12.484,1,1990,498.5,4,0.75,203.89,44.621,0.423,1.79,0.745,0.001,874,2.752,0.999,1969,4730,3551,4904,5488,1993,1994,503.884,40,30,2,8.945,1,12,2.556,9,178.087,4.796,0.888888889,7.824,2.249,0.043,36,11.13,1,23,80,103,116,256,23,23,5.812,0.049,2.966,1.153440077,26.249,23,467
Degenerating,0,1,2,1,20,30,3,0,1141,1141,1141,1,0,44.881,25.42,0.479,3.037,-1.855,0.66,56,1.209,0.827,944,435.576,1379,3474.998,1379,944,1141,294.763,15,27,1,5.713,1,53,31.8,5,94.987,12.61,0.8,4.107,-1.601,0.893,38,3.843,1,159,153.251,611,1578.598,611,159,159,41.076,0.37,0.837,13.93526325,0,159,430
Degenerating,0,1,2,1,48,44,9,0,3114,3114,3114,1,0,80.237,46.033,0.558,2.051,-1.247,0.446,322,1.274,0.88,2739,1260.551,3967,10437.34,3967,2739,3114,786.908,43,16,4,7.798,1,30,9.8,10,173.017,9.899,0.9,4.826,-1.307,1.049,80,6.735,1,98,149.971,660,1796.237,660,98,98,24.765,0.063,4.406,3.147127746,0,98,1544
Degenerating,1,1,3,1,44,60,5,0,2654,2654,2654,1,0,90.853,46.366,0.674,1.883,1.107,0.409,264,1.46,0.932,2265,3854,2854,3854,3874,2474,2654,670.666,41,58,4,10.011,1,113,6.074,27,255.374,12.806,0.962962963,4.065,1.361,0.883,174,7.354,1,164,490,562,670,1206,164,164,41.443,0.099,3.632,6.1793799,8.246,164,1658
Degenerating,0,1,2,1,36,29,4,0,1564,1564,1564,1,0,58.826,29.487,0.618,2.706,-1.578,0.588,126,1.303,0.822,1286,672.965,2038,5336.69,2038,1286,1564,395.223,30,13,2,6.314,1,7,3.4,5,139.695,4.123,0.8,8.654,-1.988,1.881,22,10.471,1,17,35.5,178,489.387,178,17,17,4.296,0.019,1.305,1.086981274,0,17,878
Degenerating,1,1,2,0,48,44,3,0,2116,2116,2116,1,0,106.794,45.544,0.588,1.812,0.982,0,316,1.753,0.993,2024,3736,2751,3790,3710,2102,2116,637.749,47,41,2,9.057,1,721,51.867,15,189.217,27.893,0.933333333,2.419,0.918,0.001,414,3.584,1,778,2050,1701,2164,2788,778,778,234.484,0.626,1.419,36.76744299,5,778,1242
Degenerating,0,1,2,1,22,32,6,8.14,85,520,302.5,2,0.5,90.603,24.05,0.382,2.827,-1.29,0.614,150,2.385,0.985,596,461.221,1443,3793.897,1443,596,605,152.883,16,19,2,8.018,1,11,5,3,83.291,3.873,0.667,9.022,-2.603,1.961,16,7.733,1,15,22.952,116,319.109,116,15,15,3.79,0.16,3.567,2.479019904,0,15,94
Degenerating,0,1,2,1,45,117,5,13.409,1,4258,711.167,6,0.833,125.545,55.897,0.576,1.672,-0.994,0.363,570,1.546,0.901,3846,1932.437,6596,17517.85,6596,3846,4267,1078.271,40,74,2,12.425,1,23,4.263,19,227.666,9,0.947,5.143,-1.218,1.118,82,8.617,1,81,147.083,698,1911.18,698,81,81,20.469,0.037,5.986,1.898316842,0,81,2176
Degenerating,1,1,1,2,56,44,4,10.805,11,975,441.5,4,0.75,118.71,41.525,0.471,1.882,-1.067,0.409,374,1.998,0.992,1752,-913.95,3529,-9480.366,3529,1752,1766,446.268,56,42,4,10.2,1,259,24.667,21,243.778,22.76,0.952380952,2.771,-0.824,0.602,394,4.859,1,518,-653.52,2517,-6756.609,2517,518,518,130.899,0.56,0.942,29.33192611,0,518,814
Degenerating,0,1,2,1,22,66,6,12.341,1,1409,705,2,0.5,89.292,34.906,0.491,2.422,-1.189,0.526,302,1.782,0.952,1343,911.362,2512,6496.024,2512,1343,1410,356.307,1,6,0,1.573,1,5,3,2,89.364,2.449,0.5,12.245,-3.34,2.661,12,11,1,6,12.373,66,182.248,66,6,6,1.516,0.011,5.734,0.425475784,0,6,558
Degenerating,0,1,2,1,47,51,8,10.338,1,2305,879.333,3,0.667,83.97,43.516,0.596,2.116,-1.212,0.46,262,1.388,0.895,2362,1243.9,3661,9133.021,3661,2362,2638,681.494,42,47,6,11.34,1,124,22.667,9,164.881,14.283,0.889,3.78,-1.151,0.821,130,5.108,1,204,260.512,1042,2692.985,1042,204,204,52.701,0.14,3.5,7.733156858,0,204,1462
Degenerating,1,1,3,1,49,61,5,9.559,1,3121,1561,2,0.5,124.009,52.869,0.686,1.702,0.936,0.37,422,1.701,0.964,2793,5076,3763,5088,5312,3009,3122,788.929,39,46,2,8.946,1,72,6.381,21,233.517,11.576,0.952380952,4.348,1.336,0.945,144,7.41,1,134,436,469,538,993,134,134,33.862,0.069,3.792,4.292147963,12.083,134,1956
Degenerating,1,1,3,1,71,39,4,0,1834,1834,1834,1,0,96.949,40.294,0.515,2.137,1.075,0.001,360,1.724,0.96,1560,3102,2114,3120,3162,1761,1834,463.452,0,0,0,0,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464.874,0,743
Degenerating,0,1,2,1,41,32,7,0,1290,1290,1290,1,0,84.672,33.603,0.525,2.386,-1.271,0.519,180,1.771,0.957,1234,751.192,2285,5986.816,2285,1234,1290,325.983,4,3,1,0,11,11,11,1,66.273,3.317,0,10.005,-2.896,2.174,10,7.364,1,11,17.807,81,221.046,81,11,11,2.78,0.02,2.549,0.852805208,0,11,543
Degenerating,1,0,0,0,106,50,7,12.929,1,2798,701.5,4,0.75,210.285,52.972,0.545,1.581,0.722,0.344,814,2.507,1,2800,6132,5021,6168,7035,2806,2806,709.076,103,46,5,14.508,1,278,18.256,39,263.472,26.683,0.974358974,2.492,0.872,0.542,472,4.603,1,712,2034,1871,2178,3277,712,712,179.922,0.472,7.159,25.374,10.677,712,1509
Degenerating,1,1,3,1,60,65,4,8.831,1,3037,1013.333,3,0.667,122.495,53.944,0.721,1.669,0.972,0,346,1.703,0.986,2797,4806,3731,4812,5176,2996,3040,768.208,57,61,4,11.81,1,1196,185.857,7,148.435,36.028,0.857142857,2.108,0.95,0.001,366,2.568,0.999,1258,2792,2164,2828,3341,1300,1301,328.763,0.583,1.416,42.79609168,7.681,1301,2232
Degenerating,0,1,2,1,50,18,4,0,1066,1066,1066,1,0,80.034,30.694,0.483,2.449,-1.342,0.532,104,1.818,0.96,1023,562.844,1938,4930.32,1938,1023,1066,275.388,38,14,2,8.248,1,132,22.143,7,116.426,12.45,0.857,4.196,-1.453,0.912,88,4.439,1,155,176.217,688,1773.884,688,155,155,40.042,0.396,4.164,14.54021235,0,155,391
Degenerating,0,1,2,1,49,50,3,0,2386,2386,2386,1,0,103.888,47.35,0.511,1.738,-1.083,0.378,380,1.654,0.979,2337,1112.748,3946,10071.99,3946,2337,2386,616.393,34,31,1,8.444,1,23,9,7,166.925,7.937,0.857,5.592,-1.421,1.215,78,7.619,1,63,101.38,480,1259.156,480,63,63,16.275,0.06,3.07,2.640360939,0,63,1042
Degenerating,0,1,2,1,21,20,3,5.143,36,467,251.5,2,0.5,65.05,19.806,0.493,3.483,-1.64,0.757,76,2.034,0.92,463,319.907,1023,2579.735,1023,463,503,129.944,21,19,2,4.987,1,172,48.25,4,90.462,13.892,0.75,3.891,-1.517,0.846,82,3.487,1,193,185.385,673,1722.2,673,193,193,49.859,0.894,0.541,38.36960537,0,193,216
Degenerating,1,0,0,2,51,60,3,0,3998,3998,3998,1,0,99.861,58.985,0.528,1.548,-1.106,0.336,398,1.356,0.955,3817,-1364.652,5422,-14611.741,5422,3817,3998,1010.295,50,58,3,9.564,1,1540,100.75,16,214.344,40.15,0.9375,1.911,-0.733,0.415,832,3.055,1,1612,-1578.691,4924,-12929.2,4924,1612,1612,407.352,0.608,1.53,40.32010452,0,1612,2448
