NMJCounting,Muscle,Fenotype,Genotype,Maturity,Bounds0Red,Bounds1Red,Bounds2Red,CCDistRed,CCSize0Red,CCSize1Red,CCSize2Red,CCRed,FragmentationRed,Compactness0Red,Compactness1Red,MeanIntensityRed,ShapeFactor0Red,ShapeFactor1Red,ShapeFactor2Red,SkeletonLengthRed,SurfaceVolumeRatio0Red,SurfaceVolumeRatio1Red,Surface0Red,Surface1Red,Surface2Red,Surface3Red,SurfaceDil0Red,SurfaceDil1Red,Volume0Red,Volume1Red,Bounds0Gr,Bounds1Gr,Bounds2Gr,CCDistGr,CCSize0Gr,CCSize1Gr,CCSize2Gr,CCGr,Compactness0Gr,Compactness1Gr,FragmentationGr,ShapeFactor0Gr,ShapeFactor1Gr,ShapeFactor2Gr,SkeletonLengthGr,SurfaceVolumeRatio0Gr,SurfaceVolumeRatio1Gr,Surface0Gr,Surface1Gr,Surface2Gr,Surface3Gr,SurfaceDil0Gr,SurfaceDil1Gr,Volume0Gr,Volume1Gr,IoUGr,ComDist,Coverage,HausDist,NIntersection,NUnion
Healthy,1,1,4,2,87,97,6,22.929,423,6696,3559.5,2,0.5,154.842,80.809,0.526,1.243,-0.832,0.27,812,1.499,0.972,6917,-2777.986,10671,-28676.658,10671,6917,7119,1798.971,86,96,6,23.069,278,5248,2763,2,174.326,73.069,0.5,1.311,-0.778,0.285,850,1.765,0.989,5463,-2581.23,9754,-26169.365,9754,5463,5526,1396.42,0.945,2.333,66.54026107,0,5526,5849
Healthy,1,1,2,0,40,80,2,0,2099,2099,2099,1,0,205.723,45.815,0.497,1.738,0.712,0,990,2.722,1,2099,5126,4432,5192,5713,2099,2099,632.625,36,76,1,11.176,1,785,21.846,39,262.553,29.189,0.974358974,2.347,0.848,0.001,622,4.325,1,852,2358,2189,2640,3685,852,852,256.787,0.644,1.795,40.5907133,8.062,852,1322
Healthy,1,1,1,2,45,43,3,0,1793,1793,1793,1,0,101.907,41.673,0.526,1.934,-1.129,0.42,224,1.796,0.989,1774,-838.55,3220,-8644.586,3220,1774,1793,453.091,43,40,3,6.973,1,1047,524,2,135.809,32.373,0.5,2.231,-1.007,0.485,308,2.601,1,1048,-755.155,2726,-7271.274,2726,1048,1048,264.83,0.786,1.841,58.44962712,0,1048,1149
Healthy,1,1,3,0,38,56,3,0,1598,1598,1598,1,0,102.415,39.115,0.704,2.058,1.067,0.447,314,1.872,0.986,1478,2850,2216,2856,2992,1575,1598,403.815,37,54,2,8.688,1,237,61.875,8,187.922,22.249,0.875,2.813,0.981,0.611,294,4.147,1,495,1420,1224,1456,2053,495,495,125.086,0.446,2.199,30.976,5.099,495,1109
Healthy,1,1,3,0,59,59,2,0,2076,2076,2076,1,0,120.356,45.366,0.591,1.775,0.972,0.386,522,1.911,0.997,2040,3724,3005,3724,3967,2070,2076,524.605,58,58,2,11.144,1,783,51.941,17,196.891,29.715,0.941176471,2.33,0.896,0.506,408,3.528,1,879,2286,1936,2328,3115,883,883,223.134,0.699,4.915,42.534,4.472,883,1263
Healthy,1,1,2,0,36,55,2,0,1288,1288,1288,1,0,159.662,35.889,0.498,2.047,0.872,0.001,488,2.705,1,1287,3020,2477,3056,3484,1288,1288,388.195,34,53,2,9.539,1,828,183,5,178.684,30.249,0.8,2.292,0.902,0.001,400,3.268,1,915,2326,1951,2386,2990,915,915,275.775,0.938,0.867,71.04032767,3.742,915,975
Healthy,1,0,0,1,62,62,3,0,3559,3559,3559,1,0,143.086,59.657,0.669,1.462,0.827,0,546,1.792,1,3548,6270,4897,6099,6377,3559,3559,899.359,57,57,1,11.587,1,289,25.893,28,234.049,26.926,0.964285714,2.477,0.891,0.001,318,4.228,1,725,2016,1890,2106,3065,725,725,183.207,0.315,2.082,20.3708419,8.246,725,2298
Healthy,1,0,0,0,79,30,4,0,1905,1905,1905,1,0,130.713,43.612,0.662,1.824,0.96,0.396,434,2.078,0.999,1875,3560,2933,3560,3958,1904,1905,481.393,73,28,3,12.77,1,924,237,4,158.387,30.79,0.75,2.27,0.959,0.493,324,2.98,1,946,2238,1836,2256,2825,948,948,239.56,0.697,0.339,49.76391431,5.657,948,1360
Healthy,1,1,3,0,70,56,2,10.646,1,2299,213.091,11,0.909,190.985,48.415,0.552,1.676,0.791,0.364,752,2.497,1,2343,4966,4227,5026,5852,2344,2344,592.329,66,53,1,11.004,1,182,21.379,29,289.78,24.9,0.965517241,2.609,0.837,0.567,434,5.135,1,620,1934,1742,2054,3184,620,620,156.674,0.457,0.642,26.451,9.487,620,1356
Healthy,1,0,0,0,87,66,3,15.693,2,1747,1131.667,3,0.667,206.588,57.547,0.655,1.503,0.725,0.327,768,2.325,0.992,3344,6930,5988,6930,7894,3367,3395,857.916,86,65,2,16.258,1,1210,567,4,225.644,46.87,0.75,1.729,0.735,0.376,806,2.821,0.989,2222,5228,4432,5264,6398,2244,2268,573.124,0.876,0.672,66.804,6,2268,2589
Healthy,1,1,3,0,49,44,2,10.181,1,1545,773,2,0.5,132.445,39.319,0.609,1.928,0.92,0.419,506,2.247,1,1543,3232,2739,3244,3474,1546,1546,390.674,48,43,2,7.468,1,988,143.429,7,169.672,31.686,0.857142857,2.222,0.883,0.483,510,3.061,1,1004,2528,2206,2582,3073,1004,1004,253.711,0.906,0.758,64.942,4.243,1004,1108
Healthy,1,1,1,2,46,44,2,0,2175,2175,2175,1,0,91.11,40.907,0.48,2.049,-1.203,0.445,310,1.563,0.916,1993,-1001.167,3399,-9009.804,3399,1993,2175,549.622,46,44,2,0,1460,1460,1460,1,124.684,37.116,0,2.112,-0.991,0.459,396,2.2,0.981,1432,-998.378,3212,-8461.168,3212,1432,1460,368.942,0.923,1.67,67.12649785,0,1460,1222
Healthy,1,1,3,1,50,43,4,10.063,24,1351,468.333,3,0.667,116.25,36.805,0.616,2.11,1.056,0.001,266,2.127,0.988,1323,2642,2036,2654,2988,1388,1405,355.043,48,42,4,9.596,1,892,138.714,7,128.039,30.825,0.857142857,2.364,1.046,0.001,218,2.565,0.993,923,2086,1560,2104,2491,964,971,245.372,0.911,0.942,69.11050211,3.162,971,1066
Healthy,1,0,0,2,55,58,5,0,2892,2892,2892,1,0,136.108,50.629,0.445,1.733,-0.938,0.377,476,1.857,0.961,2778,-1517.01,5371,-14308.995,5371,2778,2892,730.808,55,58,5,0,2749,2749,2749,1,137.706,49.316,0,1.761,-0.934,0.383,476,1.904,0.96,2639,-1515.246,5233,-13903.824,5233,2639,2749,694.672,0.839,0.484,95.05533601,0,2749,2334
Healthy,1,0,0,0,35,54,3,0,2042,2042,2042,1,0,110.127,44.229,0.59,1.863,1.022,0.001,384,1.811,0.986,1922,3504,2621,3510,3698,2013,2042,615.446,34,51,3,9.164,1,968,243.5,4,134.937,31.209,0.75,2.263,1.023,0.001,306,2.654,1,966,2138,1657,2180,2585,974,974,293.558,0.682,0.917,47.69841708,5,974,1428
Healthy,1,0,0,0,54,40,2,0,1933,1933,1933,1,0,134.524,43.966,0.56,1.789,0.928,0.389,476,2.108,1,1930,3722,3100,3734,4074,1933,1933,488.469,51,38,2,9.187,1,737,146.167,6,191.122,29.614,0.833333333,2.327,0.9,0.506,434,3.466,1,876,2264,1975,2300,3040,877,877,221.618,0.777,2.1,45.37,6.164,877,1129
Healthy,1,1,3,1,65,86,3,12.31,1,4503,1142,4,0.75,175.231,67.498,0.686,1.368,0.79,0,768,1.887,0.999,4479,7754,6187,7772,8621,4564,4568,1154.334,62,85,3,13.411,1,1086,343,7,218.867,49,0.857142857,1.672,0.757,0,676,2.712,1,2386,5270,4286,5312,6512,2401,2401,606.733,0.734,0.912,52.56130375,5,2401,3273
Healthy,1,0,0,2,41,49,5,0,3665,3665,3665,1,0,56.497,36.906,0.554,2.413,-1.568,0.524,134,0.955,0.719,2635,-1110.957,3500,-9197.843,3500,2635,3665,926.145,40,49,4,0,1542,1542,1542,1,102.485,38.052,0,2.166,-1.089,0.471,304,1.896,0.979,1510,-982.274,2923,-7625.069,2923,1510,1542,389.663,0.625,1.183,42.07364937,0,1542,2328
Healthy,1,1,3,0,69,64,2,8.389,1,2775,1388,2,0.5,142.152,52.489,0.639,1.605,0.89,0.349,724,1.938,0.997,2738,4936,4139,4936,5380,2769,2776,701.495,66,57,2,12.34,1,720,85.111,9,178.393,27.677,0.888888889,2.432,0.958,0.529,356,3.463,1,766,1944,1665,1992,2653,766,766,193.568,0.405,5.545,27.594,15.033,766,1893
Healthy,1,1,3,0,68,44,2,9.153,1,1874,625.667,3,0.667,137.213,43.29,0.555,1.827,0.958,0.397,434,2.157,0.999,1853,3536,2888,3560,4048,1876,1877,474.318,65,37,1,13.802,1,87,23.143,7,186.196,12.728,0.857142857,4.082,1.177,0.887,160,5.981,1,162,562,510,586,969,162,162,40.937,0.193,1.996,8.631,18.466,162,840
Healthy,1,0,0,0,69,36,3,0,1604,1604,1604,1,0,169.756,40.05,0.502,1.902,0.824,0.413,750,2.619,1,1603,3698,3019,3705,4201,1604,1604,405.331,67,32,2,9.624,1,358,29.95,20,252.668,24.474,0.95,2.64,0.859,0.574,410,4.741,1,599,1840,1605,1923,2840,599,599,151.367,0.672,0.927,37.344,5.916,599,891
Healthy,1,0,0,0,40,49,2,0,1993,1993,1993,1,0,113.981,44.643,0.604,1.782,1.005,0.387,408,1.868,1,1978,3508,2900,3508,3723,1993,1993,503.631,36,46,2,7.67,1,960,320.667,3,157.659,31.016,0.666666667,2.254,0.942,0.49,382,2.956,1,962,2302,1874,2332,2844,962,962,243.097,0.686,1.877,48.269,4.472,962,1403
Healthy,1,1,2,0,35,60,3,0,1646,1646,1646,1,0,138.065,40.571,0.566,1.887,0.897,0.001,466,2.262,1,1644,3458,2814,3464,3724,1646,1646,496.094,35,53,2,8.492,1,710,90.25,8,157.08,26.87,0.875,2.48,0.992,0.001,302,3.245,1,722,1806,1482,1860,2343,722,722,217.606,0.65,1.819,43.86386451,7.211,722,1110
Healthy,1,1,1,1,42,40,5,0,1306,1306,1306,1,0,90.083,35.559,0.47,2.179,-1.212,0.474,250,1.838,0.989,1292,-727.119,2401,-6340.95,2401,1292,1306,330.026,40,38,5,0,1067,1067,1067,1,102.368,32.619,0,2.273,-1.131,0.494,290,2.142,0.999,1066,-722.521,2285,-6003.487,2285,1066,1067,269.631,0.847,1.306,81.69992667,0,1067,1260
Healthy,1,1,3,1,61,52,4,0,1576,1576,1576,1,0,119.849,39.472,0.622,1.992,0.968,0.001,326,2.089,0.996,1513,3114,2303,3114,3292,1570,1576,398.255,58,49,4,9.289,1,886,154.167,6,155.139,30.414,0.833333333,2.334,0.945,0.001,334,2.963,1,905,2236,1723,2284,2741,925,925,233.747,0.827,1.289,58.69279733,2.828,925,1119
Healthy,1,1,3,0,87,46,2,12.64,1,2274,466.4,5,0.8,210.814,48.291,0.587,1.678,0.725,0.365,808,2.671,1,2332,5398,4493,5446,6229,2332,2332,589.296,74,43,2,11.746,1,471,41.474,19,260.296,28.071,0.947368421,2.409,0.821,0.524,492,4.414,1,788,2312,2087,2372,3478,788,788,199.128,0.548,2.204,33.791,11.225,788,1439
Healthy,1,0,0,1,61,57,4,9.733,1,3799,762.8,5,0.8,138.894,61.345,0.691,1.479,0.893,0.321,476,1.717,0.996,3672,6084,4836,6108,6547,3797,3814,963.798,55,44,1,11.061,1,78,15.071,14,194.308,14.526,0.928571429,3.738,1.181,0.812,162,5.635,1,211,668,641,704,1189,211,211,53.32,0.086,2.351,5.532279586,12.767,211,2453
Healthy,1,1,3,0,56,51,3,0,1865,1865,1865,1,0,48.175,39.489,0.691,2.04,1.207,0.443,332,1.076,0.942,1653,2794,1397,1980,2006,1757,1865,471.285,55,50,3,7.617,1,1609,805,2,52.827,37.756,0.5,2.088,1.135,0.454,340,1.201,0.96,1464,2692,1322,1947,1934,1546,1610,406.847,1.002,0.241,86.327,3.606,1610,1606
Healthy,1,0,0,1,88,45,6,10.259,2,1810,906,2,0.5,206.881,42.568,0.561,1.837,0.754,0.001,688,2.869,1,1800,4386,3499,4398,5199,1812,1812,457.892,86,44,5,12.018,1,647,83.923,13,226.597,33.03,0.923076923,2.163,0.808,0.001,524,3.61,1,1090,2920,2419,3016,3939,1091,1091,275.696,0.88,0.616,60.20983114,5.099,1091,1240
Healthy,1,0,0,2,48,49,2,0,2066,2066,2066,1,0,112.131,44.401,0.529,1.834,-1.083,0.399,378,1.826,0.985,2034,-1014.596,3772,-10096.277,3772,2034,2066,522.078,46,47,2,0,1409,1409,1409,1,134.849,37.457,0,1.998,-0.989,0.434,340,2.346,0.999,1407,-929.036,3305,-8804.748,3305,1407,1409,356.054,0.801,1.181,68.19938783,0,1409,1469
Healthy,1,0,0,1,54,40,5,0,2636,2636,2636,1,0,71.949,37.872,0.527,2.296,-1.343,0.499,306,1.252,0.816,2152,-1066.808,3301,-8655.18,3301,2152,2636,666.117,50,38,4,0,1985,1985,1985,1,81.664,36.944,0,2.362,-1.214,0.513,286,1.498,0.883,1752,-1055.469,2973,-7699.313,2973,1752,1985,501.609,0.86,0.943,75.30343768,0,1985,2308
Healthy,1,0,0,0,85,47,7,0,4434,4434,4434,1,0,142.81,64.884,0.638,1.516,0.818,0,836,1.663,0.983,3962,7346,5244,7514,7374,4358,4434,1336.38,81,47,7,14.457,1,1637,162.933,15,181.202,49.194,0.933333333,1.729,0.823,0,680,2.377,0.997,2335,4908,3812,5028,5810,2436,2444,736.606,0.777,2.339,55.11950194,5,2444,3145
Healthy,1,1,3,0,70,73,2,13.527,1,1179,154.364,11,0.909,249.581,41.207,0.505,1.874,0.729,0.407,802,3.323,1,1690,4342,3724,4420,5642,1698,1698,429.085,67,70,2,13.081,1,319,26.29,31,269.016,28.548,0.967741935,2.382,0.843,0.518,506,4.461,1,815,2302,2096,2464,3636,815,815,205.95,0.822,1.718,47.99748302,6.403,815,992
Healthy,1,1,3,0,39,56,3,0,1997,1997,1997,1,0,129.159,43.518,0.629,1.867,0.957,0.406,386,2.029,0.982,1890,3686,2959,3686,4052,1962,1997,504.642,37,54,3,9.996,1,893,161,6,161.583,30.84,0.833333333,2.311,0.965,0.502,350,3.001,0.995,941,2254,1862,2290,2899,961,966,244.108,0.737,2.409,48.373,5.657,966,1310
Healthy,1,0,0,0,54,26,4,0,1112,1112,1112,1,0,86.913,33.257,0.677,2.262,1.252,0.492,194,1.894,0.998,1056,1908,1483,1908,2106,1110,1112,281.002,53,25,4,0,835,835,835,1,103.602,28.896,0,2.406,1.144,0.523,262,2.343,1,820,1724,1332,1730,1956,835,835,211.004,0.953,1.42,75.09,2,835,876
Healthy,1,1,3,0,39,33,2,7.86,1,1013,338.667,3,0.667,112.556,31.875,0.566,2.249,1.053,0.489,370,2.319,1,1000,2136,1731,2154,2356,1016,1016,256.743,38,31,2,7.2,1,577,146.25,4,117.603,24.187,0.75,2.683,1.144,0.583,246,2.87,1,580,1360,1163,1402,1679,585,585,147.829,0.889,0.572,57.579,6.083,585,658
Healthy,1,0,0,0,80,60,3,0,2499,2499,2499,1,0,164.604,49.331,0.655,1.691,0.83,0.368,616,2.213,0.991,2423,4936,4038,4936,5531,2477,2499,631.497,79,60,3,9.53,1,1854,619,3,196.187,42.433,0.666666667,1.861,0.792,0.405,678,2.747,0.99,1806,4242,3512,4290,5101,1838,1857,469.264,0.961,0.592,74.31,2.236,1857,1932
Healthy,1,1,3,0,71,62,5,0,1861,1861,1861,1,0,161.236,42.273,0.582,1.89,0.881,0.411,514,2.408,0.987,1781,3822,3114,3846,4482,1836,1861,470.275,67,58,3,13.129,1,464,41.083,12,185.797,22.204,0.916666667,2.869,1.055,0.624,298,4.122,1,484,1316,1180,1400,2032,493,493,124.581,0.478,1.916,26.491,8,493,1032
Healthy,1,1,3,1,47,55,6,0,3530,3530,3530,1,0,83.584,49.583,0.738,1.87,1.142,0,326,1.256,0.886,2758,4518,3371,4512,4432,3129,3530,892.031,45,53,4,9.065,1,2068,417,5,134.248,43.867,0.8,1.912,0.91,0.001,666,2.052,0.974,1899,3990,2992,4044,4279,2030,2085,526.88,0.767,0.875,59.06521186,2.449,2085,2719
Healthy,1,0,0,2,37,68,4,0,3532,3532,3532,1,0,76.652,45.295,0.531,1.921,-1.305,0.417,278,1.185,0.834,2947,-1143.69,4185,-11185.038,4185,2947,3532,892.536,37,68,4,0,3495,3495,3495,1,77.325,45.24,0,1.928,-1.297,0.419,276,1.196,0.837,2924,-1156.937,4180,-11157.047,4180,2924,3495,883.186,0.947,0.464,98.95242321,0,3495,2945
Healthy,1,0,0,2,45,41,4,0,1625,1625,1625,1,0,97.2,37.335,0.453,2.194,-1.212,0.477,234,1.798,0.95,1544,-894.448,2922,-7709.946,2922,1544,1625,410.637,45,41,4,0,1567,1567,1567,1,97.863,36.926,0,2.209,-1.202,0.48,234,1.828,0.955,1496,-887.631,2865,-7548.681,2865,1496,1567,395.981,0.814,0.823,96.430911,0,1567,1379
Healthy,1,1,2,0,51,26,3,0,1228,1228,1228,1,0,87.143,32.757,0.673,2.315,1.216,0.001,152,1.836,0.956,1102,2098,1623,2098,2254,1174,1228,370.112,47,23,3,8.225,1,571,146.5,4,121.942,24.084,0.75,2.729,1.124,0.002,264,2.939,0.997,571,1386,1126,1416,1722,584,586,176.617,0.67,1.818,47.71987939,4,586,874
Healthy,1,0,0,2,14,40,4,0,941,941,941,1,0,57.466,24.771,0.527,3.022,-1.654,0.657,92,1.52,0.867,816,-436.525,1430,-3768.259,1430,816,941,237.791,14,39,4,0,825,825,825,1,59.191,23.907,0,3.039,-1.639,0.661,86,1.619,0.885,730,-402.591,1336,-3525.006,1336,730,825,208.477,0.911,0.365,87.67236775,0,825,735
Healthy,1,0,0,0,97,94,8,19.407,1,7786,887.667,9,0.889,155.173,77.319,0.672,1.334,0.789,0.29,1298,1.444,0.908,6666,11264,8643,11318,11540,7253,7989,2018.82,95,93,8,17.688,1,5196,282.737,19,197.288,69.863,0.947368421,1.374,0.724,0.299,1164,1.935,0.969,4967,9426,7384,9540,10395,5203,5372,1357.504,0.875,1.448,67.24244856,7.071,5372,6140
Healthy,1,0,0,0,40,74,6,0,1935,1935,1935,1,0,101.553,42.733,0.604,2.037,1.041,0.443,350,1.747,0.981,1696,3318,2255,3300,3380,1898,1935,488.974,39,69,6,0,1223,1223,1223,1,127.166,34.714,0,2.274,0.956,0.494,348,2.365,0.995,1119,2662,1780,2662,2892,1217,1223,309.052,0.932,0.763,63.204,3.317,1223,1312
Healthy,1,1,2,0,37,53,5,0,1349,1349,1349,1,0,64.324,29.705,0.714,2.679,1.483,0.001,112,1.453,0.868,1014,1832,1311,1868,1960,1171,1349,406.58,35,51,5,0,975,975,975,1,75.085,28.527,0,2.718,1.336,0.001,128,1.795,0.942,805,1638,1124,1650,1750,918,975,293.859,0.886,0.61,72.27581288,2.828,975,1101
Healthy,1,1,1,2,46,49,4,0,3361,3361,3361,1,0,80.898,44.083,0.55,2.016,-1.254,0.438,230,1.249,0.833,2800,-1217.205,4197,-11146.909,4197,2800,3361,849.325,45,49,4,0,2905,2905,2905,1,89.975,43.443,0,2.062,-1.153,0.448,350,1.407,0.866,2516,-1317.228,4088,-10725.466,4088,2516,2905,734.093,0.894,1.203,86.43251994,0,2905,2582
Healthy,1,1,3,0,81,42,3,0,2070,2070,2070,1,0,161.86,45.431,0.638,1.769,0.834,0.384,664,2.33,0.999,2043,4336,3506,4342,4824,2068,2070,523.089,79,41,3,0,1443,1443,1443,1,197.249,37.987,0,1.973,0.798,0.429,616,2.999,1,1440,3562,2880,3592,4327,1443,1443,364.646,0.906,1.182,69.71,2.828,1443,1593
Healthy,1,0,0,1,72,75,6,0,3461,3461,3461,1,0,144.997,57.94,0.623,1.585,0.827,0,618,1.825,0.99,3212,6158,4467,6182,6315,3426,3461,874.595,70,68,4,13.807,1,490,57.2,15,217.939,29.292,0.933333333,2.358,0.859,0.001,438,3.811,1,852,2340,1973,2466,3270,858,858,216.817,0.392,2.579,24.7905602,9.274,858,2186
Healthy,1,0,0,1,42,55,6,8.089,12,1459,495.667,3,0.667,153.075,38.562,0.62,1.961,0.891,0.001,410,2.507,1,1478,3254,2516,3266,3728,1487,1487,375.765,40,53,6,9.197,1,644,96.125,8,187.122,27.731,0.875,2.432,0.908,0.001,348,3.571,1,768,2058,1644,2100,2746,769,769,194.326,0.754,0.691,51.71476854,5,769,1020
Healthy,1,0,0,2,44,66,5,0,3583,3583,3583,1,0,72.468,43.204,0.543,2.04,-1.348,0.443,256,1.136,0.805,2883,-1166.095,4070,-10823.521,4070,2883,3583,905.424,44,66,5,0,3146,3146,3146,1,84.029,45.365,0,2.022,-1.162,0.439,308,1.309,0.868,2731,-1391.404,4119,-10742.703,4119,2731,3146,794.994,0.94,0.721,87.80350421,0,3146,2640
Healthy,1,1,3,0,78,52,2,0,1982,1982,1982,1,0,103.444,43.112,0.608,1.885,1.09,0.41,278,1.754,0.979,1863,3222,2615,3222,3477,1940,1982,500.851,68,48,2,0,1299,1299,1299,1,108.123,35.171,0,2.161,1.1,0.47,332,2.08,0.984,1226,2408,1954,2426,2702,1278,1299,328.257,1.047,0.326,65.54,10,1299,1241
Healthy,1,0,0,0,39,50,2,0,1521,1521,1521,1,0,123.335,39,0.529,1.952,0.957,0.001,446,2.155,1,1508,3074,2405,3092,3277,1521,1521,458.42,39,49,2,10.23,1,1030,263.75,4,155.517,32.481,0.75,2.198,0.901,0.001,478,2.841,1,1049,2560,2016,2614,2997,1055,1055,317.97,0.884,1.229,69.36215697,2.828,1055,1193
Healthy,1,1,3,1,47,52,6,7.543,1,2597,1299,2,0.5,91.092,46.678,0.691,1.943,1.126,0,308,1.473,0.943,2164,3736,2693,3760,3826,2450,2598,656.515,44,48,3,9.206,2,718,182.75,4,133.532,27.037,0.75,2.47,1.044,0.001,222,2.9,1,731,1730,1415,1730,2120,731,731,184.724,0.423,1.832,28.13705704,7.28,731,1730
Healthy,1,1,4,2,236,132,19,38.837,1,77857,4868.188,16,0.938,109.879,87.139,0.656,1.356,-0.92,0.295,3406,0.537,0.46,35848,-13738.881,41841,-109650.866,41841,35848,77891,19683.056,236,132,19,38.827,1,77703,4858.562,16,110.622,87.439,0.9375,1.355,-0.917,0.294,3500,0.54,0.462,35883,-13805.032,41974,-109965.354,41974,35883,77737,19644.14,0.902,0.381,0,0,77737,86166
Healthy,1,0,0,0,95,39,3,0,3068,3068,3068,1,0,141.487,55.119,0.623,1.589,0.862,0,648,1.869,0.997,2957,5450,4146,5504,5733,3058,3068,924.676,90,38,2,12.312,1,1491,78.55,20,198.268,39.636,0.95,1.926,0.852,0.001,556,2.925,1,1561,3528,2868,3702,4595,1571,1571,473.49,0.711,2.154,51.20604406,3.742,1571,2210
Healthy,1,1,2,0,43,50,5,0,1824,1824,1824,1,0,117.583,42.708,0.632,1.842,0.972,0.001,426,1.964,1,1803,3416,2685,3446,3583,1824,1824,549.742,42,47,4,9.197,1,1040,133.375,8,168.937,32.665,0.875,2.184,0.89,0.001,524,2.991,1,1064,2610,2060,2694,3191,1067,1067,321.587,0.764,0.709,58.49780442,3.606,1067,1396
Healthy,1,1,2,0,22,46,4,0,1167,1167,1167,1,0,69.46,31.604,0.698,2.44,1.346,0.001,74,1.605,0.949,1011,1832,1337,1832,1873,1108,1167,351.727,21,44,3,7.27,1,664,229.333,3,94.685,25.774,0.666666667,2.718,1.26,0.002,188,2.353,0.988,638,1376,1037,1412,1619,680,688,207.359,0.735,0.922,58.95453008,4.243,688,936
Healthy,1,1,1,2,47,51,4,9.852,3,2434,1218.5,2,0.5,100.479,43.357,0.484,2.021,-1.131,0.439,354,1.606,0.917,2235,-1227.647,3914,-10301.956,3914,2235,2437,615.83,45,49,4,9.905,3,1635,436.75,4,118.169,39.557,0.75,2.121,-1.047,0.461,312,1.999,0.964,1684,-1121.141,3493,-9167.018,3493,1684,1747,441.467,0.821,0.393,71.68650439,0,1747,1584
Healthy,1,0,0,0,65,70,3,14.361,1,2128,306.714,7,0.857,187.758,46.239,0.59,1.735,0.79,0.377,736,2.542,0.999,2134,4690,4057,4744,5457,2144,2147,542.547,59,60,2,10.262,1,174,39.8,15,212.655,24.434,0.933333333,2.643,0.937,0.574,328,4.231,1,597,1684,1507,1762,2526,597,597,150.862,0.459,1.337,27.806,10.817,597,1302
Healthy,1,1,3,1,47,56,11,0,3729,3729,3729,1,0,91.335,51.81,0.695,1.847,1.073,0,444,1.308,0.896,2897,4988,3492,4994,4877,3342,3729,942.318,46,56,11,9.465,1,2436,813,3,127.624,47.126,0.666666667,1.904,0.911,0,514,1.883,0.969,2117,4424,3085,4442,4593,2364,2439,616.335,0.88,0.705,65.40626413,3,2439,2772
Healthy,1,1,3,0,47,29,3,0,1485,1485,1485,1,0,87.121,37.798,0.653,2.058,1.211,0.447,214,1.723,0.987,1407,2392,1875,2398,2558,1466,1485,375.259,47,29,3,6.254,1,1159,387,3,107.343,33.941,0.666666667,2.179,1.069,0.474,286,2.149,0.997,1128,2300,1738,2330,2495,1158,1161,293.385,1.036,0.586,78.182,2.236,1161,1121
Healthy,1,0,0,0,68,44,3,0,2017,2017,2017,1,0,170.055,44.878,0.595,1.794,0.819,0.001,556,2.429,1,1980,4336,3496,4348,4900,2016,2017,607.911,67,44,3,11.061,1,1499,414.5,4,190.507,40.719,0.75,1.904,0.786,0.001,592,2.797,1,1637,3968,3151,3986,4638,1658,1658,499.711,0.907,0.72,82.20134197,2.828,1658,1828
Healthy,1,1,2,0,29,54,5,0,1633,1633,1633,1,0,84.628,38.569,0.657,2.086,1.192,0.001,192,1.637,0.969,1479,2588,1937,2588,2673,1583,1633,492.176,26,48,5,7.487,1,717,144.2,5,133.664,26.295,0.8,2.627,1.1,0.001,300,2.915,0.986,681,1626,1313,1686,2102,711,721,217.305,0.603,0.881,44.15188876,4.243,721,1196
Healthy,1,0,0,0,59,36,2,0,1887,1887,1887,1,0,102.385,43.026,0.655,1.85,1.086,0.402,250,1.771,0.994,1837,3130,2580,3148,3342,1875,1887,476.845,55,36,2,0,976,976,976,1,139.455,31.241,0,2.243,0.963,0.488,364,2.711,1,976,2274,1857,2286,2646,976,976,246.635,0.722,1.057,51.722,8.062,976,1351
Healthy,1,0,0,0,46,25,4,0,1474,1474,1474,1,0,73.471,34.628,0.68,2.238,1.359,0.486,128,1.541,0.934,1288,2120,1716,2120,2272,1376,1474,372.48,43,25,4,0,1111,1111,1111,1,87.115,31.151,0,2.368,1.22,0.515,192,1.897,0.956,1008,1956,1551,1956,2108,1062,1111,280.75,0.961,0.74,75.37,3.162,1111,1156
Healthy,1,0,0,2,24,52,6,0,1850,1850,1850,1,0,73.322,36.724,0.503,2.289,-1.353,0.497,214,1.427,0.9,1665,-839.971,2640,-6932.861,2640,1665,1850,467.495,24,52,6,0,1758,1758,1758,1,77.071,35.589,0,2.345,-1.319,0.51,256,1.501,0.896,1576,-866.237,2638,-6900.698,2638,1576,1758,444.247,0.8,0.603,95.02711259,0,1758,1560
Healthy,1,0,0,0,44,38,5,7.293,2,1660,831,2,0.5,82.731,36.044,0.674,2.289,1.237,0.497,326,1.603,0.921,1364,2524,1843,2524,2664,1531,1662,419.987,44,38,4,7.897,1,950,191,5,116.709,30.467,0.8,2.371,1.085,0.515,276,2.425,0.991,910,1988,1529,2024,2316,946,955,241.328,0.814,0.207,57.461,3.742,955,1173
Healthy,1,0,0,0,41,26,3,0,1460,1460,1460,1,0,49.499,27.376,0.713,2.855,1.711,0.001,64,1.188,0.801,1003,1674,1222,1680,1735,1169,1460,440.035,38,24,3,8.001,1,1058,265.25,4,61.284,25.575,0.75,2.964,1.616,0.001,144,1.524,0.851,781,1432,1065,1480,1617,903,1061,319.779,0.845,1.08,72.67126479,3,1061,1255
